product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
25133,Alderwood Car Accessories 2.0,54,4852,591,Alderwood,,24.0,1331.87,327
25134,Cascadia Bags Max,28,333,1457,Cascadia,"High quality bags from Cascadia, built for everyday reliability.",18.0,1637.71,439
25135,Zentra Haircare Lite,40,3192,1282,Zentra,"High quality haircare from Zentra, built for everyday reliability.",24.0,698.19,1609
25136,Beacon Footwear Go,26,138,499,Beacon,"High quality footwear from Beacon, built for everyday reliability.",12.0,1372.33,148
25137,Vivex Furniture Mini,19,7420,881,Vivex,"High quality furniture from Vivex, built for everyday reliability.",18.0,576.91,431
25138,Kestrel Non-Fiction Core,35,3219,686,Kestrel,"High quality non-fiction from Kestrel, built for everyday reliability.",24.0,1159.4,126
25139,Kairo Women's Clothing Plus,25,7721,943,Kairo,"High quality women's clothing from Kairo, built for everyday reliability.",18.0,1066.11,3623
25140,Beacon Haircare Plus,40,1606,676,Beacon,"High quality haircare from Beacon, built for everyday reliability.",12.0,143.22,2652
25141,Marlowe Cycling One,31,1830,704,Marlowe,"High quality cycling from Marlowe, built for everyday reliability.",12.0,1558.43,3462
25142,Trueform Accessories 2.0,27,4904,996,Trueform,"High quality accessories from Trueform, built for everyday reliability.",6.0,1728.53,2270
25143,Kestrel Action Figures Studio,44,6907,623,Kestrel,"High quality action figures from Kestrel, built for everyday reliability.",6.0,1904.27,3992
25144,Kestrel Snacks Lite,49,1522,664,Kestrel,"High quality snacks from Kestrel, built for everyday reliability.",24.0,162.5,359
25145,Statik Tyres & Wheels One,57,5395,431,Statik,"High quality tyres & wheels from Statik, built for everyday reliability.",24.0,1477.36,821
25146,Pinehurst Footwear Studio,26,2439,619,Pinehurst,"High quality footwear from Pinehurst, built for everyday reliability.",12.0,1368.89,4092
25147,Solace Fiction Elite,34,7075,214,Solace,"High quality fiction from Solace, built for everyday reliability.",18.0,327.06,3562
25148,Statik Furniture Air,19,6509,1308,Statik,"High quality furniture from Statik, built for everyday reliability.",36.0,1520.25,1799
25149,Willowmere Bedding Edition,20,1703,1212,Willowmere,"High quality bedding from Willowmere, built for everyday reliability.",6.0,538.05,4384
25150,Beacon Children's Books Ultra,36,4255,1043,Beacon,"High quality children's books from Beacon, built for everyday reliability.",12.0,1428.73,1262
25151,Verdant Haircare Neo,40,2037,886,Verdant,"High quality haircare from Verdant, built for everyday reliability.",18.0,1246.52,91
25152,Vivex Board Games Go,45,2973,1043,Vivex,"High quality board games from Vivex, built for everyday reliability.",6.0,258.65,2704
25153,Zentra Organizers Studio,61,766,711,Zentra,"High quality organizers from Zentra, built for everyday reliability.",6.0,11.44,2602
25154,Solace Grooming Series X,43,1827,149,Solace,"High quality grooming from Solace, built for everyday reliability.",12.0,609.34,2238
25155,Statik Outdoor Toys Plus,47,5611,1496,Statik,"High quality outdoor toys from Statik, built for everyday reliability.",,1484.96,4982
25156,Vivex Laptops Prime,12,6764,289,Vivex,"High quality laptops from Vivex, built for everyday reliability.",36.0,176.45,1288
25157,Fenwick Lighting Go,22,190,91,Fenwick,"High quality lighting from Fenwick, built for everyday reliability.",18.0,1306.59,1158
25158,Verdant Cycling 2.0,31,2874,1259,Verdant,"High quality cycling from Verdant, built for everyday reliability.",12.0,1215.53,3155
25159,Nordwell Car Accessories Lite,54,6766,497,Nordwell,"High quality car accessories from Nordwell, built for everyday reliability.",24.0,1786.67,4021
25160,Kairo Cleaning Supplies Classic,23,6602,1142,Kairo,"High quality cleaning supplies from Kairo, built for everyday reliability.",6.0,1300.36,4940
25161,Zentra Snacks Studio,49,83,919,Zentra,"High quality snacks from Zentra, built for everyday reliability.",12.0,1507.75,3531
25162,Verdant Stationery Studio,58,1134,97,Verdant,"High quality stationery from Verdant, built for everyday reliability.",,1679.04,677
25163,Crestview Beverages Elite,50,5359,545,Crestview,"High quality beverages from Crestview, built for everyday reliability.",24.0,920.43,2490
25164,Fenwick Makeup Max,41,7450,1014,Fenwick,"High quality makeup from Fenwick, built for everyday reliability.",18.0,176.67,320
25165,Lumen Tools Lite,56,2585,1439,Lumen,"High quality tools from Lumen, built for everyday reliability.",6.0,1095.85,2491
25166,Verdant Dairy Core,52,1990,81,Verdant,"High quality dairy from Verdant, built for everyday reliability.",,1980.08,1792
25167,Novara Fitness Equipment Lite,29,244,262,Novara,"High quality fitness equipment from Novara, built for everyday reliability.",12.0,165.29,1543
25168,Kestrel Women's Clothing 2.0,25,4016,949,Kestrel,,36.0,1871.95,2294
25169,Solace Children's Books Lite,36,7496,671,Solace,,36.0,687.99,1776
25170,Kestrel Printers Plus,59,6640,646,,"High quality printers from Kestrel, built for everyday reliability.",24.0,1383.66,4079
25171,Ironclad Smartphones Mini,11,1025,725,Ironclad,"High quality smartphones from Ironclad, built for everyday reliability.",12.0,1497.99,1646
25172,Statik Cleaning Supplies Max,23,5354,792,Statik,"High quality cleaning supplies from Statik, built for everyday reliability.",12.0,499.13,3267
25173,Crestview Grooming Air,43,1483,1148,Crestview,"High quality grooming from Crestview, built for everyday reliability.",,1158.05,3986
25174,Kairo Fiction Edition,34,3099,999,Kairo,"High quality fiction from Kairo, built for everyday reliability.",18.0,361.08,410
25175,Alto Stationery Elite,58,5762,157,Alto,"High quality stationery from Alto, built for everyday reliability.",12.0,705.59,2575
25176,Fenwick Action Figures Flex,44,647,688,Fenwick,"High quality action figures from Fenwick, built for everyday reliability.",24.0,1628.76,4563
25177,Pinehurst Skincare Pro,39,5476,836,Pinehurst,"High quality skincare from Pinehurst, built for everyday reliability.",36.0,868.24,522
25178,Zentra Furniture Lite,60,4795,1131,,"High quality furniture from Zentra, built for everyday reliability.",6.0,1663.01,3856
25179,Ironclad Women's Clothing Go,25,1778,802,Ironclad,"High quality women's clothing from Ironclad, built for everyday reliability.",6.0,14.6,914
25180,Solace Furniture Edition,19,49,1351,Solace,"High quality furniture from Solace, built for everyday reliability.",12.0,795.77,1830
25181,Rosewood Makeup Neo,41,6457,75,Rosewood,"High quality makeup from Rosewood, built for everyday reliability.",24.0,1256.41,3013
25182,Pinehurst Team Sports Essential,32,2914,1134,Pinehurst,"High quality team sports from Pinehurst, built for everyday reliability.",12.0,1860.97,4536
25183,Marlowe Board Games Neo,45,2860,55,Marlowe,"High quality board games from Marlowe, built for everyday reliability.",6.0,1746.93,1552
25184,Willowmere Printers Core,59,145,1445,Willowmere,"High quality printers from Willowmere, built for everyday reliability.",18.0,479.0,1541
25185,Rosewood Puzzles Series X,46,3654,427,Rosewood,"High quality puzzles from Rosewood, built for everyday reliability.",36.0,408.38,2479
25186,Ironclad Smartwatches One,17,7052,561,Ironclad,"High quality smartwatches from Ironclad, built for everyday reliability.",12.0,1746.38,2036
25187,Ironclad Tyres & Wheels Plus,57,25,1377,,"High quality tyres & wheels from Ironclad, built for everyday reliability.",6.0,436.03,2908
25188,Kestrel Printers Classic,59,18,710,Kestrel,"High quality printers from Kestrel, built for everyday reliability.",18.0,281.8,2429
25189,Marlowe Printers One,59,1147,92,Marlowe,"High quality printers from Marlowe, built for everyday reliability.",6.0,1999.59,4949
25190,Pinehurst Printers One,59,1628,1469,Pinehurst,"High quality printers from Pinehurst, built for everyday reliability.",36.0,1180.2,978
25191,Fenwick Footwear Pro,26,4303,1132,Fenwick,"High quality footwear from Fenwick, built for everyday reliability.",12.0,1032.77,1546
25192,Cascadia Bakery Classic,53,2765,499,Cascadia,"High quality bakery from Cascadia, built for everyday reliability.",12.0,1909.88,4271
25193,Halcyon Team Sports Studio,32,7887,955,Halcyon,"High quality team sports from Halcyon, built for everyday reliability.",18.0,219.24,1729
25194,Marlowe Beverages Neo,50,2353,200,Marlowe,"High quality beverages from Marlowe, built for everyday reliability.",6.0,621.87,1284
25195,Willowmere Women's Clothing 2.0,25,6736,163,Willowmere,,6.0,423.65,3292
25196,Solace Haircare Neo,40,7343,666,Solace,"High quality haircare from Solace, built for everyday reliability.",36.0,617.71,642
25197,Kairo Furniture Go,60,4086,853,,"High quality furniture from Kairo, built for everyday reliability.",24.0,300.95,3352
25198,Alderwood Bedding Max,20,5009,1430,Alderwood,"High quality bedding from Alderwood, built for everyday reliability.",12.0,341.29,2145
25199,Verdant Smartwatches Max,17,6855,329,Verdant,"High quality smartwatches from Verdant, built for everyday reliability.",12.0,819.87,4259
25200,Statik Academic Max,38,4835,1344,Statik,"High quality academic from Statik, built for everyday reliability.",24.0,399.41,330
25201,Lumen Organizers Mini,61,1865,1246,Lumen,"High quality organizers from Lumen, built for everyday reliability.",24.0,1843.37,3764
25202,Willowmere Motorbike Accessories Pro,55,673,1253,Willowmere,"High quality motorbike accessories from Willowmere, built for everyday reliability.",,509.84,4298
25203,Lumen Puzzles Plus,46,5689,1303,Lumen,"High quality puzzles from Lumen, built for everyday reliability.",6.0,1040.26,901
25204,Cascadia Camping Gear Go,30,5903,562,Cascadia,"High quality camping gear from Cascadia, built for everyday reliability.",12.0,1885.41,3431
25205,Fenwick Lighting Studio,22,1311,1176,Fenwick,"High quality lighting from Fenwick, built for everyday reliability.",36.0,6.74,3922
25206,Kestrel Makeup Pro,41,5754,116,Kestrel,"High quality makeup from Kestrel, built for everyday reliability.",,98.81,1627
25207,Alderwood Accessories Edition,27,7769,921,Alderwood,"High quality accessories from Alderwood, built for everyday reliability.",12.0,1008.04,3004
25208,Pinehurst Educational Elite,48,6223,1459,Pinehurst,"High quality educational from Pinehurst, built for everyday reliability.",6.0,382.42,1307
25209,Fenwick Tools Series X,56,5812,136,Fenwick,"High quality tools from Fenwick, built for everyday reliability.",36.0,1308.68,3174
25210,Cascadia Children's Books Ultra,36,1354,274,Cascadia,"High quality children's books from Cascadia, built for everyday reliability.",24.0,1308.62,13
25211,Crestview Educational Flex,48,7571,605,Crestview,"High quality educational from Crestview, built for everyday reliability.",24.0,1164.11,1538
25212,Statik Staples Air,51,5138,351,Statik,"High quality staples from Statik, built for everyday reliability.",24.0,766.7,138
25213,Trueform Women's Clothing Studio,25,459,1237,Trueform,"High quality women's clothing from Trueform, built for everyday reliability.",12.0,1755.52,4565
25214,Verdant Lighting Flex,22,5434,301,Verdant,,6.0,106.48,2305
25215,Trueform Children's Books Max,36,1663,678,,"High quality children's books from Trueform, built for everyday reliability.",36.0,1598.06,4998
25216,Nordwell Fragrances Pro,42,1340,988,Nordwell,"High quality fragrances from Nordwell, built for everyday reliability.",24.0,1962.58,396
25217,Willowmere Lighting Go,22,477,1451,Willowmere,"High quality lighting from Willowmere, built for everyday reliability.",18.0,1847.46,15
25218,Ironclad Organizers Classic,61,3481,798,Ironclad,,36.0,1909.22,4668
25219,Vivex Skincare Air,39,67,580,Vivex,"High quality skincare from Vivex, built for everyday reliability.",6.0,1920.55,1021
25220,Verdant Fitness Equipment Air,29,6692,498,Verdant,"High quality fitness equipment from Verdant, built for everyday reliability.",,966.49,1996
25221,Pinehurst Smartphones Core,11,5913,1432,Pinehurst,"High quality smartphones from Pinehurst, built for everyday reliability.",24.0,969.91,672
25222,Cascadia Skincare Core,39,5086,705,Cascadia,"High quality skincare from Cascadia, built for everyday reliability.",36.0,228.09,2692
25223,Halcyon Cookware Edition,18,121,702,Halcyon,"High quality cookware from Halcyon, built for everyday reliability.",36.0,541.76,4034
25224,Vivex Non-Fiction Air,35,6808,1337,Vivex,"High quality non-fiction from Vivex, built for everyday reliability.",36.0,1396.89,3019
25225,Marlowe Snacks Neo,49,6234,185,,"High quality snacks from Marlowe, built for everyday reliability.",24.0,1323.71,4784
25226,Novara Action Figures One,44,3121,578,Novara,"High quality action figures from Novara, built for everyday reliability.",6.0,1384.23,3631
25227,Cascadia Cookware Series X,18,6956,701,Cascadia,"High quality cookware from Cascadia, built for everyday reliability.",6.0,773.36,1642
25228,Northgate Fiction Go,34,6849,419,Northgate,"High quality fiction from Northgate, built for everyday reliability.",6.0,956.56,2871
25229,Rosewood Fitness Equipment 2.0,29,1502,1295,Rosewood,"High quality fitness equipment from Rosewood, built for everyday reliability.",36.0,394.36,4816
25230,Beacon Bedding Lite,20,2357,1331,Beacon,"High quality bedding from Beacon, built for everyday reliability.",24.0,1071.71,4233
25231,Nordwell Storage Mini,21,1881,965,Nordwell,,36.0,402.79,4476
25232,Vivex Lighting Go,22,7421,881,Vivex,"High quality lighting from Vivex, built for everyday reliability.",18.0,808.84,3504
25233,Kairo Bags Core,28,5683,66,Kairo,"High quality bags from Kairo, built for everyday reliability.",,1689.04,3754
25234,Marlowe Organizers Max,61,4274,501,Marlowe,"High quality organizers from Marlowe, built for everyday reliability.",,1576.88,460
25235,Nordwell Outdoor Toys Pro,47,3850,1270,Nordwell,"High quality outdoor toys from Nordwell, built for everyday reliability.",,858.97,4784
25236,Crestview Televisions Studio,15,1316,652,Crestview,"High quality televisions from Crestview, built for everyday reliability.",6.0,1594.67,2935
25237,Kestrel Camping Gear Lite,30,1060,1006,Kestrel,"High quality camping gear from Kestrel, built for everyday reliability.",6.0,152.05,2470
25238,Zentra Televisions Go,15,4435,1410,Zentra,"High quality televisions from Zentra, built for everyday reliability.",6.0,232.27,1191
25239,Kairo Outdoor Toys Edition,47,5885,1232,Kairo,"High quality outdoor toys from Kairo, built for everyday reliability.",36.0,684.05,2474
25240,Vivex Fitness Equipment Prime,29,3087,1251,Vivex,"High quality fitness equipment from Vivex, built for everyday reliability.",6.0,1308.73,4429
25241,Pinehurst Bedding 2.0,20,7066,872,Pinehurst,"High quality bedding from Pinehurst, built for everyday reliability.",,535.19,2385
25242,Kestrel Furniture Ultra,19,7693,763,Kestrel,"High quality furniture from Kestrel, built for everyday reliability.",12.0,429.73,1675
25243,Marlowe Smartphones Neo,11,320,799,Marlowe,"High quality smartphones from Marlowe, built for everyday reliability.",24.0,1526.51,1542
25244,Zentra Haircare Studio,40,4864,579,Zentra,"High quality haircare from Zentra, built for everyday reliability.",6.0,823.06,4118
25245,Cascadia Yoga Neo,33,4855,1279,Cascadia,"High quality yoga from Cascadia, built for everyday reliability.",12.0,716.62,3641
25246,Kairo Snacks Neo,49,2615,1070,Kairo,"High quality snacks from Kairo, built for everyday reliability.",18.0,154.43,4691
25247,Marlowe Car Accessories Essential,54,7526,665,Marlowe,"High quality car accessories from Marlowe, built for everyday reliability.",24.0,798.03,3145
25248,Marlowe Educational Series X,48,7829,914,Marlowe,,24.0,494.05,2513
25249,Halcyon Bags Ultra,28,2341,540,Halcyon,"High quality bags from Halcyon, built for everyday reliability.",18.0,385.64,3421
25250,Pinehurst Yoga Ultra,33,1652,191,Pinehurst,"High quality yoga from Pinehurst, built for everyday reliability.",6.0,1640.32,4807
25251,Northgate Staples Core,51,6043,899,Northgate,"High quality staples from Northgate, built for everyday reliability.",36.0,907.07,4853
25252,Halcyon Bakery Core,53,1489,740,Halcyon,"High quality bakery from Halcyon, built for everyday reliability.",12.0,1314.41,3760
25253,Kestrel Beverages Pro,50,828,1287,Kestrel,"High quality beverages from Kestrel, built for everyday reliability.",,728.88,4761
25254,Vivex Educational Plus,48,6391,157,Vivex,"High quality educational from Vivex, built for everyday reliability.",18.0,1323.94,3309
25255,Crestview Accessories Flex,27,586,1451,Crestview,"High quality accessories from Crestview, built for everyday reliability.",6.0,1904.65,3911
25256,Crestview Laptops Elite,12,6710,720,Crestview,"High quality laptops from Crestview, built for everyday reliability.",36.0,1489.24,951
25257,Solace Comics Ultra,37,1350,1358,Solace,"High quality comics from Solace, built for everyday reliability.",6.0,1650.43,2726
25258,Alderwood Footwear Neo,26,356,1494,Alderwood,"High quality footwear from Alderwood, built for everyday reliability.",6.0,1981.04,4493
25259,Lumen Educational 2.0,48,6641,1447,Lumen,"High quality educational from Lumen, built for everyday reliability.",24.0,428.27,2671
25260,Marlowe Haircare Classic,40,6630,1450,Marlowe,"High quality haircare from Marlowe, built for everyday reliability.",,1835.27,1913
25261,Zentra Smartphones Classic,11,802,874,Zentra,"High quality smartphones from Zentra, built for everyday reliability.",6.0,675.62,2153
25262,Solace Haircare Edition,40,229,1468,Solace,"High quality haircare from Solace, built for everyday reliability.",18.0,1572.84,2611
25263,Fenwick Outdoor Toys Elite,47,2729,462,Fenwick,"High quality outdoor toys from Fenwick, built for everyday reliability.",36.0,1655.86,1956
25264,Solace Men's Clothing Prime,24,23,1015,,"High quality men's clothing from Solace, built for everyday reliability.",24.0,1057.78,1929
25265,Kairo Staples Prime,51,2155,481,Kairo,"High quality staples from Kairo, built for everyday reliability.",36.0,662.14,1868
25266,Novara Tablets Plus,16,2318,1145,Novara,"High quality tablets from Novara, built for everyday reliability.",18.0,331.35,2937
25267,Northgate Board Games Prime,45,2987,186,Northgate,"High quality board games from Northgate, built for everyday reliability.",12.0,947.67,4120
25268,Ironclad Puzzles Max,46,1879,1480,Ironclad,"High quality puzzles from Ironclad, built for everyday reliability.",36.0,1471.63,4525
25269,Cascadia Action Figures Prime,44,3548,1028,Cascadia,"High quality action figures from Cascadia, built for everyday reliability.",18.0,617.69,2853
25270,Kestrel Fragrances Flex,42,4495,638,Kestrel,"High quality fragrances from Kestrel, built for everyday reliability.",12.0,540.46,2017
25271,Solace Makeup Air,41,4005,938,Solace,,12.0,1110.29,2330
25272,Kairo Staples Core,51,996,592,Kairo,"High quality staples from Kairo, built for everyday reliability.",24.0,1813.47,2895
25273,Kestrel Children's Books Prime,36,283,941,Kestrel,"High quality children's books from Kestrel, built for everyday reliability.",36.0,442.58,2018
25274,Alderwood Makeup Prime,41,2798,1432,Alderwood,"High quality makeup from Alderwood, built for everyday reliability.",12.0,1342.05,4080
25275,Zentra Televisions Max,15,1295,485,Zentra,"High quality televisions from Zentra, built for everyday reliability.",6.0,526.91,1386
25276,Vivex Cleaning Supplies 2.0,23,7615,831,Vivex,"High quality cleaning supplies from Vivex, built for everyday reliability.",12.0,29.5,825
25277,Crestview Children's Books 2.0,36,7354,1410,Crestview,"High quality children's books from Crestview, built for everyday reliability.",24.0,769.89,1167
25278,Solace Comics Pro,37,2254,611,Solace,"High quality comics from Solace, built for everyday reliability.",36.0,728.6,3472
25279,Ironclad Bakery Air,53,5805,1352,Ironclad,"High quality bakery from Ironclad, built for everyday reliability.",24.0,363.63,2134
25280,Willowmere Tools Ultra,56,262,1278,,"High quality tools from Willowmere, built for everyday reliability.",36.0,1056.59,2325
25281,Solace Cameras Plus,14,7421,439,Solace,"High quality cameras from Solace, built for everyday reliability.",36.0,1523.85,3975
25282,Zentra Academic Classic,38,2247,972,Zentra,"High quality academic from Zentra, built for everyday reliability.",6.0,440.38,1731
25283,Kairo Tyres & Wheels Plus,57,7855,981,Kairo,"High quality tyres & wheels from Kairo, built for everyday reliability.",12.0,1019.97,4118
25284,Novara Bakery Neo,53,823,767,Novara,"High quality bakery from Novara, built for everyday reliability.",36.0,1820.8,379
25285,Kairo Comics One,37,1948,1425,Kairo,"High quality comics from Kairo, built for everyday reliability.",6.0,1693.69,3404
25286,Alderwood Smartphones Flex,11,6877,384,Alderwood,"High quality smartphones from Alderwood, built for everyday reliability.",18.0,1161.54,2062
25287,Nordwell Cookware 2.0,18,2159,1391,Nordwell,"High quality cookware from Nordwell, built for everyday reliability.",6.0,239.95,4104
25288,Ironclad Camping Gear Max,30,649,376,Ironclad,,12.0,560.16,922
25289,Lumen Furniture Plus,19,3752,975,Lumen,"High quality furniture from Lumen, built for everyday reliability.",,1618.48,4613
25290,Lumen Puzzles Classic,46,6022,1008,,"High quality puzzles from Lumen, built for everyday reliability.",18.0,902.62,643
25291,Pinehurst Team Sports Core,32,5102,1200,Pinehurst,"High quality team sports from Pinehurst, built for everyday reliability.",18.0,1076.42,282
25292,Solace Tyres & Wheels Core,57,3739,1206,Solace,"High quality tyres & wheels from Solace, built for everyday reliability.",36.0,90.01,2946
25293,Solace Laptops Flex,12,6385,268,Solace,"High quality laptops from Solace, built for everyday reliability.",12.0,752.08,3769
25294,Trueform Accessories 2.0,27,4625,478,Trueform,"High quality accessories from Trueform, built for everyday reliability.",6.0,1494.09,1848
25295,Kairo Snacks Classic,49,7344,1398,,"High quality snacks from Kairo, built for everyday reliability.",24.0,1484.41,2877
25296,Statik Bakery One,53,5602,1304,Statik,"High quality bakery from Statik, built for everyday reliability.",36.0,1145.09,963
25297,Alto Footwear Lite,26,4250,468,Alto,"High quality footwear from Alto, built for everyday reliability.",18.0,137.9,4736
25298,Fenwick Bakery Neo,53,2176,340,Fenwick,"High quality bakery from Fenwick, built for everyday reliability.",,1489.25,561
25299,Zentra Tablets Air,16,455,851,Zentra,"High quality tablets from Zentra, built for everyday reliability.",6.0,1881.71,4831
25300,Trueform Children's Books Mini,36,218,1271,Trueform,"High quality children's books from Trueform, built for everyday reliability.",36.0,782.94,2686
25301,Marlowe Accessories Air,27,6126,422,Marlowe,"High quality accessories from Marlowe, built for everyday reliability.",6.0,1582.12,976
25302,Kairo Organizers Plus,61,666,1185,Kairo,"High quality organizers from Kairo, built for everyday reliability.",6.0,1166.74,4709
25303,Lumen Lighting Mini,22,3515,103,Lumen,"High quality lighting from Lumen, built for everyday reliability.",18.0,911.41,755
25304,Kestrel Staples Air,51,6048,895,Kestrel,"High quality staples from Kestrel, built for everyday reliability.",12.0,1549.41,4868
25305,Alderwood Women's Clothing Go,25,1224,1413,Alderwood,"High quality women's clothing from Alderwood, built for everyday reliability.",,1829.19,2394
25306,Alto Children's Books Lite,36,7742,317,Alto,"High quality children's books from Alto, built for everyday reliability.",36.0,1829.88,3600
25307,Trueform Team Sports Elite,32,6866,1161,Trueform,"High quality team sports from Trueform, built for everyday reliability.",6.0,1162.83,1403
25308,Beacon Cleaning Supplies Plus,23,6669,445,,"High quality cleaning supplies from Beacon, built for everyday reliability.",18.0,1752.75,3637
25309,Beacon Dairy Essential,52,166,508,Beacon,"High quality dairy from Beacon, built for everyday reliability.",6.0,168.1,2386
25310,Pinehurst Men's Clothing Prime,24,6321,299,Pinehurst,"High quality men's clothing from Pinehurst, built for everyday reliability.",12.0,123.26,1564
25311,Statik Tools Classic,56,7687,174,Statik,"High quality tools from Statik, built for everyday reliability.",36.0,1410.28,67
25312,Alto Comics Plus,37,132,657,Alto,"High quality comics from Alto, built for everyday reliability.",12.0,1416.72,766
25313,Pinehurst Televisions Essential,15,2967,316,Pinehurst,"High quality televisions from Pinehurst, built for everyday reliability.",36.0,132.43,2479
25314,Trueform Fiction Lite,34,3507,387,Trueform,"High quality fiction from Trueform, built for everyday reliability.",36.0,674.98,4805
25315,Crestview Storage Prime,21,1490,96,Crestview,,18.0,772.48,2320
25316,Alto Beverages Pro,50,592,1255,Alto,"High quality beverages from Alto, built for everyday reliability.",12.0,1327.21,388
25317,Solace Storage Max,21,4526,1463,Solace,"High quality storage from Solace, built for everyday reliability.",36.0,190.75,3656
25318,Rosewood Headphones Ultra,13,5531,549,Rosewood,"High quality headphones from Rosewood, built for everyday reliability.",6.0,768.14,2391
25319,Nordwell Laptops Studio,12,2983,216,Nordwell,"High quality laptops from Nordwell, built for everyday reliability.",36.0,570.25,3880
25320,Brightline Bedding Prime,20,4784,1130,Brightline,"High quality bedding from Brightline, built for everyday reliability.",12.0,1568.7,1572
25321,Rosewood Bedding One,20,7511,1039,Rosewood,"High quality bedding from Rosewood, built for everyday reliability.",18.0,585.38,365
25322,Pinehurst Snacks Max,49,426,105,Pinehurst,"High quality snacks from Pinehurst, built for everyday reliability.",6.0,1271.39,2541
25323,Fenwick Smartwatches One,17,6009,21,,"High quality smartwatches from Fenwick, built for everyday reliability.",24.0,384.82,1589
25324,Verdant Beverages Lite,50,5973,185,Verdant,"High quality beverages from Verdant, built for everyday reliability.",12.0,1364.07,112
25325,Pinehurst Snacks Series X,49,63,1159,Pinehurst,"High quality snacks from Pinehurst, built for everyday reliability.",36.0,1005.1,554
25326,Pinehurst Motorbike Accessories Go,55,7909,389,Pinehurst,"High quality motorbike accessories from Pinehurst, built for everyday reliability.",24.0,299.38,1918
25327,Crestview Printers Essential,59,3040,541,Crestview,"High quality printers from Crestview, built for everyday reliability.",18.0,888.18,3780
25328,Alto Skincare Air,39,6962,1363,,"High quality skincare from Alto, built for everyday reliability.",12.0,98.76,164
25329,Rosewood Fitness Equipment Edition,29,4694,148,Rosewood,"High quality fitness equipment from Rosewood, built for everyday reliability.",24.0,235.27,4996
25330,Brightline Comics Prime,37,4703,181,Brightline,"High quality comics from Brightline, built for everyday reliability.",36.0,1733.97,1600
25331,Rosewood Team Sports Neo,32,4514,152,Rosewood,"High quality team sports from Rosewood, built for everyday reliability.",36.0,1147.4,234
25332,Vivex Cleaning Supplies Go,23,5505,1024,Vivex,,24.0,472.81,789
25333,Brightline Dairy Neo,52,4594,686,Brightline,"High quality dairy from Brightline, built for everyday reliability.",18.0,459.01,3827
25334,Northgate Academic Max,38,2633,154,Northgate,"High quality academic from Northgate, built for everyday reliability.",6.0,1457.42,4508
25335,Cascadia Motorbike Accessories Flex,55,1211,69,Cascadia,"High quality motorbike accessories from Cascadia, built for everyday reliability.",36.0,201.44,3848
25336,Novara Snacks 2.0,49,5571,50,Novara,"High quality snacks from Novara, built for everyday reliability.",6.0,1557.05,68
25337,Verdant Action Figures Mini,44,2295,1478,Verdant,"High quality action figures from Verdant, built for everyday reliability.",6.0,1669.84,4364
25338,Vivex Grooming One,43,3378,1363,Vivex,"High quality grooming from Vivex, built for everyday reliability.",,1575.76,1998
25339,Halcyon Board Games Essential,45,4742,1428,Halcyon,"High quality board games from Halcyon, built for everyday reliability.",,1700.41,2957
25340,Nordwell Staples Mini,51,7469,1403,,,6.0,1707.22,4437
25341,Pinehurst Tools Essential,56,2691,354,Pinehurst,"High quality tools from Pinehurst, built for everyday reliability.",18.0,264.07,3696
25342,Halcyon Bakery Elite,53,5751,1297,Halcyon,"High quality bakery from Halcyon, built for everyday reliability.",24.0,1149.82,2582
25343,Willowmere Grooming 2.0,43,7241,1001,Willowmere,"High quality grooming from Willowmere, built for everyday reliability.",18.0,1519.87,3896
25344,Rosewood Dairy Edition,52,4561,807,Rosewood,"High quality dairy from Rosewood, built for everyday reliability.",36.0,1413.96,564
25345,Cascadia Men's Clothing Pro,24,1934,1444,Cascadia,,18.0,482.19,696
25346,Crestview Stationery Pro,58,2365,1043,Crestview,"High quality stationery from Crestview, built for everyday reliability.",12.0,1802.79,531
25347,Northgate Fragrances Ultra,42,5195,1061,Northgate,"High quality fragrances from Northgate, built for everyday reliability.",12.0,736.36,4031
25348,Willowmere Headphones Air,13,296,671,Willowmere,"High quality headphones from Willowmere, built for everyday reliability.",24.0,1775.78,676
25349,Ironclad Fiction Pro,34,7098,1126,,"High quality fiction from Ironclad, built for everyday reliability.",36.0,1979.43,3031
25350,Nordwell Educational Mini,48,6592,478,Nordwell,"High quality educational from Nordwell, built for everyday reliability.",12.0,1128.92,2732
25351,Lumen Board Games Lite,45,7836,990,Lumen,"High quality board games from Lumen, built for everyday reliability.",6.0,1277.58,637
25352,Willowmere Cameras Mini,14,2793,748,Willowmere,"High quality cameras from Willowmere, built for everyday reliability.",12.0,609.21,4694
25353,Nordwell Educational Ultra,48,105,188,Nordwell,"High quality educational from Nordwell, built for everyday reliability.",,313.99,3541
25354,Willowmere Men's Clothing Mini,24,6435,218,Willowmere,"High quality men's clothing from Willowmere, built for everyday reliability.",,1703.11,643
25355,Novara Televisions Pro,15,5177,101,Novara,"High quality televisions from Novara, built for everyday reliability.",36.0,236.0,3777
25356,Kestrel Laptops Max,12,7934,184,Kestrel,"High quality laptops from Kestrel, built for everyday reliability.",6.0,1803.27,4528
25357,Kairo Bakery Go,53,5068,329,Kairo,"High quality bakery from Kairo, built for everyday reliability.",36.0,1246.81,2201
25358,Northgate Car Accessories Lite,54,4890,459,Northgate,"High quality car accessories from Northgate, built for everyday reliability.",12.0,1817.11,3235
